Date,CPI,TB3MS,M1,M2,AUD_USD,CAD_USD,NZD_USD,ZAR_USD
1987-09-01,114.7,6.4,747.6,2799.5,0.7268476190476191,1.3154476190476192,0.6335190476190476,2.046742857142857
1987-10-01,115.0,6.13,756.2,2814.8,0.7112047619047619,1.3097380952380953,0.6403095238095238,2.049647619047619
1987-11-01,115.4,5.69,753.2,2818.9,0.6859684210526316,1.3166842105263157,0.6191473684210527,1.973847368421053
1987-12-01,115.6,5.77,750.2,2826.4,0.7106,1.3074954545454547,0.6466363636363636,1.952490909090909
1988-01-01,116.0,5.81,756.2,2847.4,0.7110631578947368,1.2854894736842104,0.6581842105263158,1.9755105263157895
1988-02-01,116.2,5.66,757.7,2870.4,0.71401,1.268215,0.66386,2.05292
1988-03-01,116.5,5.7,761.8,2890.7,0.7329173913043477,1.2492434782608697,0.662395652173913,2.1334782608695653
1988-04-01,117.2,5.91,768.1,2910.7,0.7479666666666667,1.2352904761904762,0.6614285714285715,2.1419047619047618
1988-05-01,117.5,6.26,771.7,2926.0,0.777395238095238,1.237304761904762,0.6888904761904762,2.21
1988-06-01,118.0,6.46,778.3,2938.4,0.8076227272727273,1.217640909090909,0.6999636363636363,2.2713636363636365
1988-07-01,118.5,6.73,781.4,2947.2,0.79999,1.207535,0.6683250000000001,2.398
1988-08-01,119.0,7.06,783.3,2952.0,0.8056565217391305,1.2236565217391304,0.6481478260869565,2.452608695652174
1988-09-01,119.5,7.24,783.7,2956.9,0.7915476190476189,1.2266666666666668,0.6148047619047619,2.4576190476190476
1988-10-01,119.9,7.35,783.3,2965.3,0.8095650000000001,1.205515,0.621135,2.4665
1988-11-01,120.3,7.76,784.9,2980.2,0.8506750000000001,1.21859,0.64067,2.3945
1988-12-01,120.7,8.07,786.7,2988.2,0.8572619047619048,1.196247619047619,0.6362095238095238,2.348095238095238
1989-01-01,121.2,8.27,785.7,2991.7,0.870525,1.1913399999999998,0.62412,2.3845
1989-02-01,121.6,8.53,783.8,2992.2,0.8563947368421052,1.1891,0.6162894736842105,2.4563157894736842
1989-03-01,122.2,8.82,783.0,2999.7,0.816895652173913,1.1953739130434784,0.6154739130434783,2.5391304347826087
1989-04-01,123.1,8.65,779.2,3006.0,0.803505,1.18876,0.611675,2.549
1989-05-01,123.7,8.43,775.0,3011.6,0.7735954545454546,1.1925136363636364,0.6071772727272727,2.6704545454545454
1989-06-01,124.1,8.15,773.5,3027.9,0.7560636363636365,1.1985545454545454,0.5737636363636364,2.7822727272727272
1989-07-01,124.5,7.88,777.8,3052.4,0.756575,1.18914,0.57537,2.6915
1989-08-01,124.5,7.9,779.4,3074.4,0.7634521739130434,1.1757782608695653,0.5921695652173913,2.723913043478261
1989-09-01,124.8,7.75,781.0,3092.5,0.772705,1.1828049999999999,0.5914349999999999,2.7887
1989-10-01,125.4,7.64,786.6,3114.1,0.7742095238095239,1.174909523809524,0.5871285714285713,2.6745714285714284
1989-11-01,125.9,7.69,787.9,3133.3,0.782952380952381,1.1697333333333333,0.5877142857142857,2.6295238095238096
1989-12-01,126.3,7.63,792.9,3152.5,0.78586,1.16134,0.59458,2.56789
1990-01-01,127.5,7.64,795.4,3166.8,0.7811047619047619,1.1720380952380953,0.6021952380952381,2.5531904761904762
1990-02-01,128.0,7.74,798.1,3179.2,0.7593210526315789,1.196478947368421,0.5915631578947368,2.5448684210526316
1990-03-01,128.6,7.9,801.5,3190.1,0.7556181818181819,1.1799863636363637,0.5847045454545454,2.615818181818182
1990-04-01,128.9,7.77,806.1,3201.6,0.7636619047619048,1.164095238095238,0.5788285714285715,2.65516
1990-05-01,129.1,7.74,804.2,3200.6,0.7610545454545455,1.1746999999999999,0.5729318181818182,2.646781818181818
1990-06-01,129.9,7.73,808.8,3213.7,0.7790285714285714,1.1730476190476191,0.5825380952380952,2.6592380952380954
1990-07-01,130.5,7.62,810.1,3224.5,0.7907619047619049,1.1570285714285713,0.5914666666666667,2.625304761904762
